50;100
** Interacao 0 ************
cp0;324978;129;1166,0000089933155;398,9999899751286;1,798663092863783E-07;-2,0049742807217953E-07
cp1;91873;73;594,9999668944749;444,0000299447802;-6,621105017259444E-07;5,988956032405649E-07
cp2;327088;104;1051,0000384435682;611,0000252452626;7,688713661870259E-07;5,049052506351502E-07
cp3;442821;239;214,99998460795004;534,9998993666803;-3,078409990428874E-07;-2,0126663936762806E-06
cp4;295549;182;272,9999863752687;327,0000026216858;-2,724946256976479E-07;5,2433715701305366E-08
cp5;420716;129;1042,0000586032086;540,9999619877667;1,1720641724377886E-06;-7,602446648483418E-07
cp6;416433;6;79,99999040152973;251,99997425902643;-1,9196940551418429E-07;-5,148194716225919E-07
cp7;324046;32;473,99999460350625;235,9999924588586;-1,0792987549980538E-07;-1,5082282815401104E-07
cp8;350235;136;233,99999995156026;110,9999878966213;-9,687950073558892E-10;-2,4206757386777936E-07
cp9;481860;136;898,0000073702804;125,99998854528026;1,4740560912066397E-07;-2,2909439484449418E-07
cp10;451633;135;654,000005768023;213,99998540478796;1,1536046141329133E-07;-2,919042406544726E-07
cp11;369624;235;1242,0000168459076;553,9999959340888;3,369181506843272E-07;-8,131822413142099E-08
cp12;423193;16;390,00000860577507;610,0000779588232;1,7211550096811196E-07;1,5591764640488651E-06
cp13;198865;226;796,9999960345214;639,0000113282537;-7,930957260468052E-08;2,265650733753501E-07
cp14;85183;28;6,999982899544757;530,0000024256757;-3,4200910485238615E-07;4,851351436974465E-08
cp15;63712;78;752,0000025570857;506,000003932542;5,114171475339728E-08;7,865083972516668E-08
cp16;234948;182;907,9999806218817;558,999998667632;-3,8756236536919415E-07;-2,664736132408302E-08
cp17;16912;237;203,99999990505245;766,0000876827639;-1,898951091023288E-09;1,7536552789789147E-06
cp18;27848;93;1220,0000068848308;635,9999978112088;1,376966154365061E-07;-4,377582295324545E-08
cp19;245677;237;218,99999479348048;603,0001056013332;-1,0413039020652267E-07;2,112026663217336E-06
cp20;182237;92;551,9999938995331;139,99997588892464;-1,2200933818485806E-07;-4,822215072899982E-07
cp21;286918;30;328,9999788262943;576,9999937884625;-4,2347411397776985E-07;-1,24230751769839E-07
cp22;183431;244;350,0000297939275;299,00001211438735;5,958785503551021E-07;2,4228774694415365E-07
cp23;486981;91;72,99998533923339;333,0000172227393;-2,9321533213214003E-07;3,4445478645250166E-07
cp24;415606;20;1340,0000072457892;55,99999309484756;1,4491578633206576E-07;-1,381030487700401E-07
cp25;100884;177;1372,000018082897;711,0000063041274;3,6165794006730367E-07;1,2608254899048113E-07
cp26;159216;128;1169,0000006000623;19,999988638034555;1,200124625153862E-08;-2,272393088802087E-07
cp27;384864;253;622,9999991082018;319,00000188858263;-1,7835964503380623E-08;3,777165281991504E-08
cp28;125245;181;1029,9998842092689;592,9999568752945;-2,3158146240639904E-06;-8,624941107194894E-07
cp29;188761;56;396,00004599365104;577,9998773796503;9,19873020298046E-07;-2,4524069941409405E-06
cp30;461125;194;823,0000079389445;280,999999445186;1,5877888947986914E-07;-1,1096279322409483E-08
cp31;385673;250;26,99996927904936;750,999995195865;-6,144190127979991E-07;-9,608269883816111E-08
cp32;234672;130;629,0000179887569;420,0000024614349;3,597751370760011E-07;4,9228698499831297E-08
cp33;52386;92;957,9999803963465;584,0000210715925;-3,920730714641944E-07;4,214318507789483E-07
cp34;251106;183;669,0000019012425;41,99998235547939;3,802485061535705E-08;-3,528904121788366E-07
cp35;113993;230;323,99997299653904;274,9999498365545;-5,400692190891546E-07;-1,003268910073425E-06
cp36;424598;58;534,0000087687888;566,0000074730524;1,753757754689161E-07;1,4946104744226799E-07
cp37;154748;138;987,9999976801088;777,0000197849944;-4,639782531299778E-08;3,956998865352798E-07
cp38;123486;150;1177,0000021074065;121,99999958658287;4,2148133030583164E-08;-8,26834242253701E-09
cp39;320498;73;202,99999548470078;727,0000179195649;-9,030598428977394E-08;3,583912974053823E-07
cp40;444538;79;59,00000856888487;34,00000351984865;1,7137769749693544E-07;7,039697295418735E-08
cp41;458201;138;1238,0000109953146;711,000014329483;2,1990629059738005E-07;2,8658965953165734E-07
cp42;10355;224;550,999991985945;170,0000451740548;-1,602810984036154E-07;9,03481096107309E-07
cp43;124216;175;25,999932537048917;5,99993995311894;-1,3492590216801904E-06;-1,2009376212042133E-06
cp44;129630;97;631,0000027580177;716,0000143225623;5,516035434089712E-08;2,864512451396685E-07
cp45;155777;189;1010,9998514950363;538,9999585739984;-2,970099273694613E-06;-8,285200325102209E-07
cp46;237071;60;1376,0000091163674;219,00000119134307;1,8232734966008932E-07;2,3826861474672533E-08
cp47;273586;88;214,99997662743968;568,0000708297514;-4,674512063409035E-07;1,4165950273498635E-06
cp48;282573;44;1063,0000263874704;652,0000839488928;5,277494096164313E-07;1,6789778555481124E-06
cp49;103625;242;58,00005667035098;774,0000621991261;1,1334070195262867E-06;1,2439825212945967E-06
** Interacao 1 ************
cp0;324978;129;1166,0005755722586;398,9993584080598;1,4389318449229233E-06;-1,6039828304126929E-06
cp1;91873;73;594,9983778347163;444,0014672893778;-4,634664606870103E-06;4,1921722171816705E-06
cp2;327088;104;1051,0064969297046;611,0042664031048;9,994660980418708E-06;6,562842987499679E-06
cp3;442821;239;214,9955516942084;534,9709171357847;-5,233364090539796E-06;-3,421202522923209E-05
cp4;295549;182;272,99831606261273;326,998252122743;-3,0327578201342626E-06;-1,4883517883086497E-06
cp5;420716;129;1042,0094966743986;540,995036051276;1,4833114842210032E-05;-8,618015286843087E-06
cp6;416433;6;79,99991361387751;251,99976833039884;-5,759060168661376E-07;-1,5444751933982718E-06
cp7;324046;32;473,99973557209466;235,99963048412292;-7,55503338210025E-07;-1,055758759650386E-06
cp8;350235;136;233,9995913431151;110,99802266814089;-5,87116391428523E-07;-3,6547066923923123E-06
cp9;481860;136;898,0004716979462;125,99926689790804;1,1792448202485028E-06;-1,8327557283297874E-06
cp10;451633;135;654,0007299759782;213,99829678906107;1,3010110096606047E-06;-3,148139376640729E-06
cp11;369624;235;1242,0049952186355;553,9991567853262;5,983954264488287E-06;-1,2311579854868088E-06
cp12;423193;16;389,99991590926896;610,0000142579828;2,448978398697958E-07;3,7704489957848932E-06
cp13;198865;226;797,0028716497385;639,0019041327663;1,1675190495297162E-06;2,8352533593230945E-06
cp14;85183;28;6,999093626659246;529,997044068405;-2,633568639008505E-06;-5,795423071591474E-06
cp15;63712;78;752,0016668351175;506,00011956239314;2,5565350988960724E-06;4,404651033665705E-07
cp16;234948;182;908,0014590213206;558,9997614070072;-1,625926628012996E-06;-2,9791364496162346E-07
cp17;16912;237;203,99946977431773;766,0042530599767;-4,6063282207181726E-07;1,3316697538781716E-05
cp18;27848;93;1220,0029696707059;635,9996139051392;3,7778661371039184E-06;-7,619657901522123E-07
cp19;245677;237;218,99846106017083;603,0106352031111;-1,5909906069836247E-06;2,251871078172339E-05
cp20;182237;92;551,9998620193539;139,99839055401614;-5,91301214528433E-07;-3,896545438948658E-06
cp21;286918;30;328,9991484180838;576,9993383074343;-2,2435349586722E-06;9,026188802710113E-07
cp22;183431;244;350,0027907751818;298,9988499766465;6,099421265793484E-06;1,4195870373212593E-06
cp23;486981;91;72,99953470206825;332,9987332886763;-1,4301935789936054E-07;2,724392700435916E-07
cp24;415606;20;1340,000028983167;55,99997237937067;2,898317710426626E-07;-2,7620648912666973E-07
cp25;100884;177;1372,001454588812;710,9998483633386;4,174363410879412E-06;-1,648194464283556E-07
cp26;159216;128;1169,0000054005618;19,99989774228035;3,6003757471738894E-08;-6,81718539735803E-07
cp27;384864;253;623,0010250178788;318,9976030729796;1,189825015164041E-06;-2,1645745036848255E-07
cp28;125245;181;1029,9962628576777;592,99634413936;-1,5297950381196547E-05;-7,485516630986541E-06
cp29;188761;56;396,000299404557;577,9979516599736;3,768061416130162E-06;-5,180959188279804E-06
cp30;461125;194;823,0016567372636;280,9989311168609;1,8639398446869841E-06;-1,515914838807796E-06
cp31;385673;250;26,998081539974965;751,0024313127515;-4,038178604777942E-06;9,367224741147745E-06
cp32;234672;130;629,0018087929351;419,999482911401;2,8688827792864954E-06;-1,2142679162213778E-06
cp33;52386;92;958,000608053594;583,9994792164235;-3,3648362155463512E-06;-2,046832607429005E-07
cp34;251106;183;669,0009696749795;41,99878770531942;1,342900913741917E-06;-2,530203307676044E-06
cp35;113993;230;323,99958570725966;274,9952891296744;-1,2703811677665705E-06;-6,427405322753782E-06
cp36;424598;58;534,0007079720496;565,9998945233984;2,140346591653738E-06;-1,063054220943665E-06
cp37;154748;138;988,0007466210684;776,999361382861;-2,0286107172837613E-06;8,809583734021368E-08
cp38;123486;150;1177,00018078805;121,9997368623017;9,629742166659616E-08;-2,4377609768098734E-07
cp39;320498;73;202,99871454242816;727,0036799247224;-1,941755962714263E-06;1,1185101569679439E-05
cp40;444538;79;58,99991071562214;33,999229267556174;-6,912139062700141E-08;-2,4752506893210488E-06
cp41;458201;138;1238,0018711355901;710,9990785390182;-1,1832991566541446E-06;-6,349319009256278E-07
cp42;10355;224;551,0005716089704;169,99894268339247;5,692151036225609E-07;-6,075345661258288E-07
cp43;124216;175;25,999421839024;5,998397633573134;-3,1103406470468365E-06;-5,017893568380647E-06
cp44;129630;97;631,0003107416604;716,0004574113448;1,5950782565511117E-06;2,5018938738556954E-06
cp45;155777;189;1010,9983534165464;538,9976369044581;-1,0531776656523092E-05;-3,6932736600562146E-06
cp46;237071;60;1376,0000364654886;219,00000476532884;3,646550763887127E-07;4,765285368884534E-08
cp47;273586;88;214,99833754121676;568,0044866565289;-3,0729152791960884E-06;1,4355380608177542E-05
cp48;282573;44;1063,0005792092988;651,9998852966935;-3,5377449008704024E-06;1,3215830516640916E-06
cp49;103625;242;57,99889799137967;774,0041945387361;1,2841768592869603E-07;1,4014461626511888E-05
** Interacao 2 ************
cp0;324978;129;1166,002023500222;398,9977443931903;2,6980027356931424E-06;-3,0074855665005308E-06
cp1;91873;73;594,9944054462641;444,0050604102048;-8,606410475870467E-06;7,784564218534299E-06
cp2;327088;104;1051,0240215590127;611,0157704122927;1,9212378260978284E-05;1,2609437706059771E-05
cp3;442821;239;214,98323707658272;534,8904583584922;-1,0160120303685687E-05;-6,635566043175404E-05
cp4;295549;182;272,9917203722225;326,9643021497318;-7,958023003887128E-06;-3,3687985628926347E-05
cp5;420716;129;1042,0301277821195;540,9972394019256;2,405259015461962E-05;-2,5599232384037874E-06
cp6;416433;6;79,99976003996827;251,99935646066518;-9,598257226743253E-07;-2,5742965917324053E-06
cp7;324046;32;473,9990880082338;235,9987255500505;-1,4030179431244007E-06;-1,960681370925409E-06
cp8;350235;136;233,99573489146815;110,97351787002236;-5,512596434592228E-06;-3,585409953285187E-05
